User-ID,ISBN,Book-Rating
126492,0553572202,7
259906,0671521489,0
69808,2020635151,0
228764,0425186857,0
8890,2707126926,7
209148,089955068754,0
260840,0895293234,7
267297,0316780375,6
50832,1565121562,8
153662,0451409183,0
125274,3877913644,5
275970,0803279663,0
59327,0140256407,0
69697,0821740245,0
136607,13579108642,6
31714,0804115621,9
240281,0345398025,10
157435,9511186442,8
5834,3442445078,5
232030,0060392452,9
16795,0060523387,0
71703,0445406488,10
264082,051511779X,10
133417,3817114206,0
181176,0960041028,6
123257,0439064864,10
175003,0553582526,0
69042,0451175735,0
44855,8806136402,0
199864,#6612432,5
11676,1857233204,10
249894,044121603X,8
126883,0804113475,8
100454,0821740318,8
55492,0373033192,0
243966,055321313X,10
156214,0451211138,0
1585,0881845906,5
108285,0770106579,0
123056,0449912558,8
24945,3423706716,0
65539,8845240630,0
228998,0373227744,0
73691,0345436911,0
10819,0446400157,0
500,0849943728,0
36836,0804462453,0
260662,0380805278,0
179772,0816749507,0
159376,0451212762,0
12982,0380756277,9
178950,0517093146,0
231210,0020545401,0
210792,0441382983,0
16687,0446600474,0
278418,0831756055,0
12754,0399148876,0
270256,0671741438,0
63394,0440215439,8
124078,0553575627,0
123620,0345303067,9
61107,0380717018,0
254097,0385505833,5
81434,067140010X,10
206583,8807810751,7
110723,1551667010,0
104289,3423102497,8
275188,0312308159,0
99955,0152025650,0
164027,0440236983,0
75429,0192833553,7
60797,0140317775,0
169663,0897332121,8
130474,0451188063,0
13569,0449235998,9
11676,0316693286,9
241146,0679308563,0
118434,0099143712,0
18850,3453216253,0
125736,0874835631,9
73651,055356241X,0
146113,0440212995,0
122716,0440215625,8
30711,0886775876,9
77724,034543448X,8
164533,0534392687,7
274308,0671686933,0
175003,0743437640,0
23768,1400046025,0
115120,0425184129,0
87141,0804110743,0
138543,0553212419,0
251394,0553264613,0
252126,0140390375,0
175003,0345447840,0
79315,3442444020,0
107540,0451519574,10
213350,0446357200,0
71712,0694519405,0
126331,0446601381,7
149231,0140094601,0
61901,0446357847,10
277928,0446532231,0
262311,080411868X,0
198711,0373103972,0
148586,0425177459,8
182552,0590494457,10
233917,0821735217,0
142623,0345435168,0
4435,8845420744,6
119105,1931402183,10
235105,0671888587,0
271135,0452264464,10
60244,0451180208,0
228064,0812551478,9
77480,0891072667,7
106273,0785267107,0
56959,0425158616,0
236710,1551664461,0
196191,0440219078,8
46398,0517554399,7
113983,0844289175,0
247176,0060008032,9
138975,076790284X,0
131046,0425147584,0
237748,0451168690,0
69697,0373079494,0
69078,034540727X,9
168816,0312195516,0
23872,0441003745,7
194992,0316603570,0
262998,0142001740,0
130679,1558747435,5
238526,0385312202,0
198760,067087292X,0
31094,0440127793,8
35859,0393320316,0
204864,034531221X,0
50225,0374528012,0
104722,0812565495,9
44728,0804113424,0
170154,0679444815,8
229258,1929998171,9
164926,0785270574,0
200643,0553283448,0
174683,0345350049,10
203401,0345452569,5
122440,0553106341,0
196113,0553293354,0
171579,0099743914,10
55015,0552998478,0
94347,0671661426,6
265120,3442447011,6
50694,0812550706,0
162639,0671019880,0
36609,0060195622,0
274061,0373762216,0
89024,0140286780,9
228998,0449911543,0
147965,1551666944,0
201526,0413537900,0
66708,0312278586,6
138543,0446611085,6
259249,0679893571,10
64832,0440241073,0
129358,0671799355,0
161752,0373260539,0
160943,0452262267,8
87746,0517599228,0
30341,0316789089,0
208406,067102471X,8
266858,030711936X,10
116676,0553263900,0
235282,0613174224,0
276688,0140262032,0
278418,038546973X,0
18309,2724233433,0
144531,0971880107,0
202138,3492229417,0
92652,1550548913,0
16634,0060507845,0
43687,0618197370,0
110029,0330375822,0
98647,0671015176,0
44297,0749700831,6
182393,0345379845,0
109176,038001503X,0
188951,0821746170,0
177090,0451194861,0
21576,0800755987,0
275140,3423119152,0
182085,0821762001,0
174092,0486424510,8
95866,2266004360,6
94853,0340765690,0
263329,8478760458,0
43962,0531029301,0
165232,0843939192,0
219546,0671874535,8
125774,0441007961,0
31130,0439082110,10
212645,0316595470,0
183132,034543885X,5
111550,0385475721,8
128208,0785203877,0
92547,0446606812,0
174791,0590762621,0
114414,0451205421,0
249829,044651747X,0
21576,0156006847,0
110029,0140585044,0
240331,0425147584,0
209756,0345254538,0
142524,0967978602,0
170634,084233226X,0
179853,3442245702,0
8473,0140431357,9
25466,2.02.025780.7,8
127359,0345389964,0
100906,0345339703,0
93047,0743244176,8
246645,0345425707,0
241548,0441003443,0
37929,0874065151,5
36836,0807041971,0
238545,0025031007,0
16155,087951440X,0
188069,0226038858,7
157799,1852838175,0
143968,0385335482,9
61667,0373709986,0
143253,0394879996,10
31315,0821774743,0
221443,0451170113,6
100459,0140328718,10
264182,3596292646,0
72601,0552142379,0
81298,0151329168,0
123724,0553586335,10
98904,0451139720,8
20254,0743456637,9
13540,0449003302,0
72285,9724118207,0
98214,2266098101,6
31556,0449207463,0
110267,0553296124,0
254822,0771008074,0
45113,1575661918,9
22045,0671888587,7
236267,1566191920,8
125224,3492233651,9
214583,0380822334,0
150973,1586607987,0
225938,0743253973,9
98547,0451202317,0
39467,8473861906,9
2276,0880387157,0
85367,0451452615,10
166596,0440214114,0
213413,0771055706,0
212465,0345378482,6
189973,0838934838,9
240401,3530565016,10
224393,0786868716,0
102967,0590434985,0
55492,0694009040,0
228998,0689710879,0
16488,0446606812,7
169357,0440236053,9
71591,0679419829,0
41585,0385730586,10
178069,0446672211,0
16718,0385336179,10
74093,0385512104,7
79055,0521358981,5
222204,0345318226,10
41364,0517576988,8
61619,0679751254,0
251844,0060559128,0
82831,0061092959,0
63938,0140067779,0
156794,0393045668,9
261160,848547175X,9
232579,0553273329,6
110373,0312858043,0
182334,038081658X,0
234623,1551667959,0
166596,0310267978,10
98741,1558504451,0
116599,0373077114,0
184299,0440159695,0
27788,0373970544,0
234683,0006550576,10
238781,0312960123,0
230522,1570827273,0
269439,0517885395,0
26620,0812522834,5
129358,0373273134,0
46443,0590426931,8
23768,0440216419,0
211607,0743260244,8
98356,0451183746,10
80690,0373250126,0
128835,0786868414,0
227447,0553274295,0
116301,1556616074,10
202277,0312962339,7
184782,880641111X,10
191709,0877853959,0
156269,0804107386,7
276680,1573222038,10
35859,0525248781,0
212898,1560766425,0
61854,0759603677,9
36741,047161985X,5
155810,0679433015,8
125039,0770422055,9
97874,0525945393,8
26535,0373710941,0
21090,0446365386,9
249111,1558701281,0
7893,0345439104,8
68491,0373710526,5
254465,0380763389,0
263829,0452283264,0
110973,0553583441,0
75519,0201432986,0
228652,0425146812,0
124942,0671014935,0
91023,0486405486,0
12538,060109207X,0
232998,0141304340,0
247429,0060659564,8
273179,8495618605,10
11676,0807611352,0
248965,0441007430,0
227771,0140432264,5
35857,0515090379,0
250683,0500276854,8
120543,8483024705,9
242639,0345391810,8
245963,0425031748,0
177458,0771014821,8
176683,0312319754,8
76352,042513945X,0
31229,0805014624,0
73651,0425168220,0
184458,8885989403,10
114368,0373272839,5
185233,0553576011,0
153662,0380815575,0
84024,1570713987,0
95394,006019698X,8
245963,0590421468,0
135265,0373821840,6
19842,0446604658,7
264317,038079487X,0
269566,0452265762,0
116713,0451124340,6
38802,1857989260,0
127264,0140290664,0
251394,1573221112,0
171118,0590133217,0
153662,0440415969,0
107951,379761425X,9
14422,068484477X,0
50547,0425116417,0
215919,0439113105,8
239523,014011291X,0
16634,0446677450,3
128662,3442730066,8
270276,3442727502,10
276579,0679894780,7
31393,0345445848,7
264657,0385094027,0
214554,0552142239,0
43277,0671001795,9
123095,037322723X,0
73405,0385323980,9
216444,0062500813,9
269728,0441871976,0
182085,1551668556,10
114988,0812544188,0
188704,0515133639,7
9613,1569715416,8
35050,0553240749,0
2766,0440211263,8
150054,0156528207,10
180688,044651702X,0
84867,3453171489,7
175606,0733612393,0
102702,0345423623,10
185634,0916547124,0
254465,0373272901,0
146230,0590475053,0
102648,8497592204,0
124310,0385420366,0
151107,0380732033,8
139598,0060392452,3
191766,0863696716,0
199416,0679450408,5
11676,0553580256,0
274423,067170561X,8
11676,2266104535,1
17790,8202134889,9
230413,0312291450,8
114544,0553573209,7
94868,053106364X,0
52614,0373098944,0
153662,0373702566,8
127429,0399141375,0
189190,0385035098,0
36836,0740718770,0
28360,0446911968,0
107244,044021145X,10
255802,1570624097,8
24011,0684852047,8
253106,0399147195,0
138073,0330489461,0
278221,074341702X,7
30487,0060938455,7
90112,0684860295,7
190925,0395860326,0
231210,0373107617,0
77318,0373708637,10
37317,0385605331,10
116599,0064443159,0
241118,0375703063,7
135045,0425092178,0
46404,0451188462,0
229329,0954407504,9
56039,2020611961,0
172030,0373201516,0
55178,0380704420,8
266650,0312301774,9
135919,0312872402,9
180378,0452257990,8
3326,3746613531,0
69042,0515028312,0
41781,0553582755,10
150663,0688146589,10
189352,0515124206,7
230522,0345362276,0
67198,0345396936,0
67459,0552770019,8
266229,0449212602,10
265115,0380778785,0
3757,8447302237,7
124942,0064471047,0
178035,0449219364,8
276050,0425135721,8
179733,0440224837,0
272120,0373195222,0
228998,0684196387,0
114368,0679454470,5
257204,044021470X,0
21469,014009363X,9
156300,0060568488,10
131837,0553286005,0
224349,0805068015,0
52614,0843947020,0
199025,0449241254,0
170077,0312962843,7
93085,0821744615,0
113270,080411935X,0
51386,0671025384,0
123597,0805057226,10
245864,0440213525,0
11676,1840844124,8
150979,0151686564,9
11676,3821829699,7
226638,0451184068,7
142494,1853260010,0
204205,0688058892,0
189334,158234146X,0
30406,0451134672,2
142524,0671640984,0
56341,0892930160,0
183046,0515131679,0
163586,0689837070,10
182442,0871136791,0
73394,1551665891,0
189835,092960556X,5
203031,0439401860,0
242824,0486292827,0
101851,0786915528,10
25041,0192838717,10
215225,3596101964,0
93047,0446514322,0
77676,0521297761,0
174916,0373290586,5
235105,0671003364,0
195342,9132325185,0
228998,0440205816,0
200674,0717264902,0
116881,0451405501,0
271448,0451166906,0
211231,0425144429,10
264575,8479010207,0
208663,0375725784,3
23680,0804114277,0
145431,0440222702,0
55548,0671447939,0
98391,1931402183,9
144699,0553573357,7
10047,067188414X,7
63246,0553203312,9
132199,044661162X,0
101209,0743418395,0
197424,0842329277,9
45148,3453160924,0
127429,0866119728,0
98723,0812967240,0
212898,044041461X,0
88122,0590414291,0
57612,0330257986,0
15542,8437609666,6
155332,155874262X,10
139480,2277223395,0
26544,0440204127,0
251426,0586206949,0
236948,0851890326,0
254498,8874060009,0
33614,0515120618,0
212898,0553245325,0
67775,0373764421,0
189334,0440221099,0
98391,0743412796,9
225379,0452279615,10
122716,0425180638,0
189835,0892839007,10
236340,0671747231,0
11676,009922612X,0
1733,0373708726,0
55490,0451524934,10
158652,0553284169,10
179624,8479015519,7
29526,0312289189,10
114368,0373483899,10
3954,0451527496,7
219769,2844850200,0
141901,0340646853,7
255092,1558746803,10
16795,0804113866,0
23392,0786867345,5
170742,0590483102,0
14855,0451410017,8
179718,1570428603,0
52853,0671876198,0
43807,1895455235,6
87746,0345441036,0
211460,3426609738,9
125203,2246548810,9
163804,0451190556,9
78553,055324924X,9
231351,0439324599,0
157811,0385503822,10
58389,0070702160,0
141710,042511774X,8
37185,0415080509,5
176709,0425180654,0
146175,0971880107,0
102542,0451410807,0
278644,0449901815,0
242962,67167823,0
95010,0307740145,6
28523,B00005SNX0,0
35857,078688097X,0
154543,0300046014,6
275020,0060923415,7
44893,0743417682,0
11224,0395083567,0
171118,075510059X,0
85426,0064473627,0
212898,0812571762,0
138097,0451190572,10
107736,8804376090,0
119517,080411868,0
134247,0446602612,0
16795,0385145217,9
206415,8422636131,0
227447,044023669X,0
64436,0812968484,0
147037,037322737X,5
100644,3404130359,0
244688,0446610550,0
190807,0373273002,0
193560,345019504075,9
223087,0590464019,4
31846,0789448912,0
163319,038072846X,9
191883,1559029838,0
56399,044050306X,10
95172,0886771773,5
77809,0375508716,0
169272,039914868X,0
168186,0679419454,9
215225,3499137755,0
216557,0921912773,7
92979,0553486799,0
52917,0943595428,0
107784,0345380371,0
179859,0312240910,0
176105,0679742298,5
229502,0756400589,0
23971,0385335407,0
150979,0195204387,10
16634,0743457358,0
87141,0842329129,8
257204,1567186661,0
64241,0786708026,0
138543,0552526495,0
220095,0375409440,0
216466,0060959037,0
99136,0671775499,0
60050,1402200129,0
81045,044023722X,0
227250,0373708025,0
23768,0375507477,6
853,0345375211,9
248098,1400033543,8
33281,0446382817,0
61667,1871992354,0
168763,0142001430,8
10782,0771032226,6
185308,0571142427,0
178667,0590448188,0
108455,0452282683,0
115120,0425119653,0
204591,0553576259,0
254465,0425140946,0
201290,0385334303,0
252695,0345374568,0
90049,0486227731,0
105374,3822814962,0
232131,0767902327,0
36836,0385124201,0
176214,0553584510,8
82407,0395647266,0
259114,0140241264,0
204141,0740730177,7
51883,0373192096,0
11676,3442353947,4
51883,0373223803,0
38779,0688149790,0
100033,0590396056,0
226069,0446600547,0
114836,0919591981,8
76426,0226702812,9
117418,0060926317,0
185384,1561384186,0
10354,0064400557,10
137688,0679416730,7
137621,067160192X,0
41410,2020239302,6
23361,9022931339,0
138883,0425171493,0
76062,0380711141,0
194600,0805063307,0
274278,8886350805,0
4385,0553218298,8
130474,0449244075,0
95574,1551667398,0
40943,0345353730,0
38660,0064406334,8
158095,0517385872,8
51450,140003065X,0
211919,0811818276,10
160558,0312950934,0
273376,0967056675,0
104311,0060192410,0
172030,0891075275,0
198205,8807701405,2
183340,0345334019,0
1436,0449222276,0
93147,0140274316,0
238065,0590434519,0
41596,0590403745,5
24391,0399151729,0
73469,0380449749,0
198982,0340617144,0
85426,0931580781,0
247447,044900256X,0
147803,2894503342,0
141468,067172908X,0
170792,0743412028,10
241666,0671871374,0
130571,0517148536,0
11676,0670805149,7
1903,0340697687,10
53174,0553582747,0
27061,8466306781,7
217121,0020449313,0
152249,0553280821,0
11676,0671547178,8
110029,1855970139,0
174791,0689864108,8
203799,0440415454,0
37046,0345310918,0
125039,0671035630,0
8584,0399139087,0
35836,0759239630,0
104212,0060932910,0
7286,0590025627,0
54193,0345462947,5
210035,0345249402,0
26544,0886770416,0
201806,3442439906,0
98741,0425193810,0
169321,229031742X,8
198641,8804495081,6
81619,0874779952,7
212898,0590739042,0
100906,0345368959,0
264317,0439136350,0
129716,0802132952,0
162639,1575662612,5
138138,0671003461,8
69986,0671741039,0
6543,0393046974,0
28204,0140063927,0
113292,0060199563,6
277965,0425182673,0
24194,0373262698,0
114865,0090031709,9
6840,0689845936,6
224349,1582431396,0
212898,0446363278,0
116122,0345427653,7
31308,0446315176,0
129503,0684801523,0
100846,0871352044,0
123981,0446343439,0
37493,0515122734,7
215677,0140384278,0
243077,006105660X,0
227250,0373790791,10
145648,0689710879,0
251422,0515059293,0
16795,0590251589,0
69355,1567183689,5
171118,0553762982,8
206979,0385420161,0
69697,0373218117,0
73373,9524590530,9
53614,0679735771,8
194669,0061009059,0
184299,0440166497,0
204864,0804110395,0
126693,0380818051,0
125203,2842055179,6
179118,0452280621,7
206534,0446608602,0
148798,0061031690,0
238781,0590877437,0
63714,0330391941,0
12538,0146003128,0
67079,1840184116,8
236098,0733500064,0
60244,0091878675,0
35050,0553268945,8
182506,0440217989,0
241764,0142301515,7
38273,0553575805,10
56399,0099078201,0
149061,0345337662,0
68555,1551667274,0
151608,0770502466,4
114623,0684871262,0
126404,0394757572,7
188796,0892815086,0
153342,0671013742,0
234359,0446608815,0
246953,0767906993,0
122793,1931543380,0
189516,0440980992,0
234359,0066211247,0
6007,042509586X,0
35859,0451199502,0
35859,0716616122,7
230460,0486233529,7
12431,0590451146,7
211288,0060193395,0
12657,3453307119,0
197775,0691020612,0
100906,037571944X,7
195632,8425333563,6
3142,0060517611,8
23511,0446529400,0
129074,0061052604,0
32440,0312264100,0
44925,0765342294,0
188010,0553287893,0
196859,0671644890,0
262399,0553280368,0
207721,0743418174,0
210717,0345459202,0
190459,0515114618,0
168245,0881791555,5
146348,0380709120,10
153662,0786014423,0
245541,067945960X,0
198711,1561563935,0
41700,3502512205,0
127826,0374525641,0
69697,0671702513,9
23768,0786704551,0
149711,042512780X,7
195694,0446606383,0
100088,0373169736,0
63044,0553278916,8
240643,1410726754,0
239488,3499129981,0
13273,0385490992,0
192119,0375407340,0
100072,3499224550,0
98391,0060512385,9
172742,0451184718,0
169233,0140208968,0
238781,1593280181,0
238617,0874776945,9
218800,0451407091,0
136491,0425193071,0
232048,0671015176,5
111174,0140133488,0
138073,0373587007,0
73893,0448102269,8
232131,042511984X,0
175003,0807576743,0
56718,0060928336,6
178667,0935908315,0
70996,ISBN887255150,7
35050,0373118821,0
93085,0425157989,0
93092,0064404188,8
140358,0345404777,5
30711,0263179745,0
244994,0451160444,0
252642,0394539079,0
40885,0192860925,0
28735,0595223141,0
92547,0385315309,0
46398,0553213113,0
53557,0941483452,5
101305,1573229865,0
11676,0671701231,6
241401,0440236673,8
195041,0345388666,8
145449,0743470095,0
27617,0553205269,0
254498,8877037016,0
11676,0590491644,10
155937,0609610597,7
140000,0330353713,0
149484,0553279912,0
70666,0345380371,5
84882,0515120898,8
239594,0345370139,0
95359,0425179672,0
273190,0679751521,0
168348,0553203487,8
14232,2253009008,0
105374,0676972853,0
127826,0671702696,7
212898,037370870X,0
251362,0394722744,9
160819,0786862564,0
85426,1559500409,10
141071,0552140295,7
12538,0449200019,0
252775,0333408209,0
94529,0070183163,5
92652,0465091539,0
258152,0786904798,0
268330,0440177049,0
35050,0060238372,0
69355,0671630202,0
269728,0553812858,0
79186,0373223706,0
198711,0448415925,0
196502,0515124095,0
101606,0310214165,8
84936,8798699407,0
11676,9176424057,2
223814,0070050538,8
112026,0312300506,0
222941,0373790481,0
110934,0743437802,0
42914,1552095002,0
243745,8478090053,8
55490,0451173317,10
36836,0340322373,0
274308,0553251473,0
154855,0425178889,10
31021,0380599236,7
51450,0446609188,0
16634,0312134266,0
211919,0399142185,0
74172,2070366863,0
166596,0307121224,0
52584,0445043326,0
203491,0915145227,7
234623,0517322153,0
140000,0802130828,0
232131,0446604003,0
37083,0805047182,8
111205,0684169401,6
235105,0743206029,0
229313,0140238018,10
271284,0425139441,0
124634,0679439382,6
263877,0446608815,7
132157,0852072864,0
185233,0590944843,0
26544,0060809485,0
202834,0446359173,0
161752,0451131517,0
146348,0312956649,0
174791,0439653762,0
238557,0671677594,0
147965,0373224672,0
47498,0684814528,0
182053,0439272637,0
130670,0373872143,7
7346,0060937793,0
224564,2070703665,7
130554,0441005489,0
97368,0811816656,0
152013,1556618123,0
100266,0440222656,4
160407,3404701704,0
261829,0373763549,0
253556,1593100426,0
115700,0553289063,0
201290,0811205568,0
39773,0553579525,0
141496,0446606189,0
120548,8425332516,0
5317,8826703132,0
238557,0140282203,0
93092,0425100022,0
182085,0373484356,9
203820,8475303439,7
90776,0380732238,6
26544,0553287141,0
49422,0679774025,0
188171,0394550323,10
16155,9813029870,9
227257,0842310169,0
215006,0670819816,0
82578,0670873926,0
87101,0965859800,0
143715,0874776945,5
39584,0571216455,0
79089,0553286587,7
48213,0393020495,0
51450,0743457439,8
86202,0345413970,0
242824,0451201736,0
89602,0312422288,7
157247,0747254001,0
110912,0449206610,0
85757,068480123X,10
30711,0064472051,7
214809,8871226135,8
209233,068484477X,5
150762,8423979741,7
259768,039914725X,0
212835,0701162783,6
235842,055356692X,0
12650,8434591820,7
252450,0394715195,0
223253,1570960305,6
158295,0425165698,7
274111,089272336X,10
14638,0671004107,0
114988,0517582155,0
20871,8849003056,0
182819,0394176472,0
241548,034538430X,0
208829,0440211727,0
238557,0971880107,0
32440,0099196514,0
11993,0064401103,0
259155,2277224340,9
73394,0762402113,0
74709,0373835876,0
27617,0920510450,0
220278,044048474X,0
267446,0142002267,0
246437,1575665670,0
38229,0375401598,0
251242,0451183665,9
256407,1565114760,0
113519,0761315799,9
67542,0067725074,6
257809,0739437062,8
175886,0006174345,0
202462,0812505816,5
181411,082177431X,0
278418,0425120279,0
210171,0451211146,0
238699,0345348036,0
196228,078688939X,0
235105,0312283989,7
224904,1591822580,7
129358,155166898X,0
102658,0399133453,0
11676,0349108854,8
149908,0099771810,0
20804,0446365742,0
140805,3548207235,5
141493,0385323921,0
204825,3150000858,0
115120,0446364797,0
223253,0804107432,0
29209,0292712030,0
233117,038072118X,0
131046,0671525425,0
155219,0373250592,0
115234,067144378X,0
110029,1856260186,0
26535,0345436911,0
68185,0886778077,7
43006,044503128X,8
254241,0913589861,0
251613,0613625315,0
119575,0553579312,5
246915,0425162613,6
17713,8872307082,1
198711,0380707136,0
76626,0415026989,8
29259,0671736590,0
95359,044022103X,8
203603,0671877836,0
37567,0751532185,0
180942,0425086526,0
138844,0312971346,0
189334,0823015831,10
76223,0553580272,0
266866,0704311461,0
198711,0893758116,0
111288,0684800950,8
153662,0380819635,9
35859,0842329293,8
158332,8804384581,0
187145,1573223328,0
120139,3442131340,0
202058,0156711427,0
246959,0452282829,9
23703,0451518640,0
231393,0440430712,5
76873,0553560980,5
215225,3442442540,0
99549,0449907481,8
234828,0898654157,0
141493,0373872356,0
29259,0684815451,10
81128,3423109998,0
206635,0521827752,0
143175,037369122X,0
224985,8871083008,0
33974,0449214931,0
161873,0373691416,0
262182,3746616476,0
3757,8422665778,0
119461,0786015845,0
82407,0743422910,9
198711,0061066443,0
97025,0590947168,0
105108,0895297922,0
52584,0804110867,0
173679,037540290X,7
209265,0802713882,0
105028,0140621741,8
70193,2253033081,5
150395,0942979869,0
18203,0451128370,8
28523,0679720200,0
153662,0060505885,0
7181,8449500516,9
144194,0553154850,0
160558,0684853523,8
2312,0140348107,8
251422,0440173780,0
94347,0679734813,6
120548,0060955228,0
126604,0679731369,0
73394,0373691106,0
64261,158654685,0
259626,0486404277,8
48087,8830408875,0
245963,0515072109,0
164926,0312995423,0
125411,1561480711,0
193232,055214959,0
227025,0590293095,0
262541,067088376X,0
107784,0446610968,10
11676,3453210832,0
14456,158898608X,7
118627,0451410858,0
31315,0671507753,0
27617,0394462688,0
195694,0553578308,0
227703,074343627X,0
193244,0671038443,8
36606,0842373195,0
33974,0893757098,0
276626,0306809044,5
246655,0694013889,0
195694,0671758896,0
277882,3746617332,0
210485,0962980307,6
88733,0681202394,0
260771,0446516570,0
11676,0441008941,2
32440,0140440542,7
98741,0312991460,0
116599,0821747487,0
110029,1855970147,0
146348,0449227421,0
147847,0440159407,0
25409,0345435648,0
217121,0852072406,8
60797,0747236615,0
268300,0670272663,10
173835,0590424165,0
190082,0452282764,9
6575,0060194995,9
49889,0373483503,0
226545,0553569090,0
10590,0060574216,0
122782,0515090506,0
